"","country","year","GDP","CPI","Unemployment","GNI","Household","Trade"
"77","SVK","1993",3089.43827648565,NA,12.1999998092651,NA,20490559194.6309,114.80010310895
"78","SVK","1994",3755.72773656894,13.4101334804954,13.6999998092651,NA,21123798824.9164,111.132164974772
"79","SVK","1995",4799.15105117605,9.88716888172505,13.1000003814697,NA,22725569876.3057,111.238295992162
"80","SVK","1996",5177.74886425007,5.80925495405762,11.3000001907349,NA,25290071286.3515,115.223276415405
"81","SVK","1997",5138.14867915936,6.10953346855985,11.8999996185303,NA,27883988929.7219,119.540843822318
"82","SVK","1998",5533.58884487639,6.69827190701943,12.1999998092651,NA,29808560207.2709,103.922194424081
"83","SVK","1999",5636.57953222783,10.5704457503226,15.8999996185303,NA,30192537808.7517,99.3564855116238
"84","SVK","2000",5402.9297536132,12.0357767839783,19.1000003814697,NA,31319526216.0005,110.69943166237
"85","SVK","2001",5708.08265935269,7.32963091519126,19.3999996185303,NA,35263902484.0371,123.615640077874
"86","SVK","2002",6524.86187815598,3.3233106504194,18.7000007629395,NA,37857477590.3391,122.196134844134
"87","SVK","2003",8696.91324191405,8.55414305406616,17.1000003814697,NA,38334203225.4612,126.282994543616
"88","SVK","2004",10654.7937072937,7.54850088183416,18.6000003814697,NA,41469757499.909,140.161823707054
"89","POL","1961",NA,NA,NA,NA,NA,NA
"90","POL","1962",NA,NA,NA,NA,NA,NA
"91","POL","1963",NA,NA,NA,NA,NA,NA
"92","POL","1964",NA,NA,NA,NA,NA,NA
"93","POL","1965",NA,NA,NA,NA,NA,NA
"94","POL","1966",NA,NA,NA,NA,NA,NA
"95","POL","1967",NA,NA,NA,NA,NA,NA
"96","POL","1968",NA,NA,NA,NA,NA,NA
"97","POL","1969",NA,NA,NA,NA,NA,NA
"98","POL","1970",NA,NA,NA,NA,NA,NA
"99","POL","1971",NA,1.09999999900015,NA,NA,NA,NA
"100","POL","1972",NA,-0.0989119673600669,NA,NA,NA,NA
"101","POL","1973",NA,2.47524752475231,NA,NA,NA,NA
"102","POL","1974",NA,7.05314009565232,NA,NA,NA,NA
"103","POL","1975",NA,2.25631768955088,NA,NA,NA,NA
"104","POL","1976",NA,4.4130626655289,NA,NA,NA,NA
"105","POL","1977",NA,4.90278951821561,NA,NA,NA,NA
"106","POL","1978",NA,8.10126582278465,NA,NA,NA,NA
"107","POL","1979",NA,7.02576112412186,NA,NA,NA,NA
"108","POL","1980",NA,9.68271334792131,NA,NA,NA,NA
"109","POL","1981",NA,19.1271820448877,NA,NA,NA,NA
"110","POL","1982",NA,103.55871886121,NA,NA,NA,NA
"111","POL","1983",NA,25.534759358289,NA,NA,NA,NA
"112","POL","1984",NA,15.4009994265581,NA,NA,NA,NA
"113","POL","1985",NA,11.5212607368495,NA,NA,NA,NA
"114","POL","1986",NA,16.5499681731381,NA,NA,NA,NA
"115","POL","1987",NA,26.3790278536324,NA,NA,NA,NA
"116","POL","1988",NA,58.7208297320654,NA,NA,NA,NA
"117","POL","1989",NA,244.550932984827,NA,NA,NA,NA
"118","POL","1990",1698.00692240161,555.38115056369,NA,NA,110819607508.403,46.0117036794086
"119","POL","1991",2192.66597959689,76.7062191103294,NA,NA,122029048917.611,44.909934030492
"120","POL","1992",2411.85949606936,45.329203716654,13.3999996185303,NA,128229334600.981,42.0708948954169
"121","POL","1993",2449.30190803207,36.8658050323119,13.6000003814697,NA,138476056048.339,41.1853166739179
"122","POL","1994",2819.68946640512,33.2521284878317,14.3999996185303,NA,147706468580.629,41.4047942020466
"123","POL","1995",3612.15951448199,28.0716964773733,13.3000001907349,NA,155549040968.958,44.3912551206003
"124","POL","1996",4066.84202921958,19.8172212329474,12.3999996185303,NA,173261736375.982,46.1945455621742
"125","POL","1997",4076.35283820205,15.0816168613434,11,NA,189704542132.593,50.9017043771364
"126","POL","1998",4483.23688767509,11.7251536885248,9.89999961853027,NA,200921218622.578,56.9716158245025
"127","POL","1999",4351.37460479457,7.27499999999999,12.3000001907349,NA,214611517360.232,54.4633811019494
